Algorithm,Seed,Population,Generation,Solutions,GD,IGD,HV,S,STE
Hybrids,1,230,385,230,0.015008441135280546,0.017115309470831376,0.8656840555860963,0.0049232617017511415,3.7541141562582164e-05
Hybrids,1,227,390,227,0.014792536771629764,0.016920819255075766,0.8656734745580019,0.005007005215172627,3.887431477671859e-05
Hybrids,1,231,395,231,0.014492374099144743,0.016452639326971285,0.870864376988723,0.004970555620866374,3.792887317222503e-05
Hybrids,1,229,400,229,0.014375993649761385,0.016522322153463047,0.8721723692023964,0.00493209043549338,3.7260264665183045e-05
Hybrids,1,206,405,206,0.01500329648276965,0.017381063475280543,0.8719707949669658,0.004819336390826102,3.5593531462081554e-05
Hybrids,1,218,410,218,0.015406722346756113,0.017378090594044767,0.8726095673930276,0.005004078435497719,3.829630734680604e-05
Hybrids,1,221,415,221,0.015367606801674052,0.01708487717109099,0.8731768320669625,0.004851885619152912,3.59964664096411e-05
Hybrids,1,226,420,226,0.015140502422815649,0.016923822634329858,0.8771870009247003,0.00524040462491196,4.0499847281174474e-05
Hybrids,1,223,425,223,0.014681138948831225,0.016441552941162705,0.8773129125815129,0.005484902813051561,4.438505848183925e-05
Hybrids,1,218,430,218,0.015214665536088835,0.016591686289931133,0.8773518601719389,0.005591210984922117,4.612703671083032e-05
Hybrids,1,219,435,219,0.01522800554983785,0.01649127011583063,0.8750072758790666,0.005652888304869489,4.7335795711226476e-05
Hybrids,1,217,440,217,0.015286991766892747,0.016524730081947967,0.8750427735059191,0.005141058750391199,3.915366029696558e-05
Hybrids,1,213,445,213,0.015259159570310423,0.016298185232750256,0.8751450067759816,0.005262901892089615,4.1032906607935754e-05
Hybrids,1,222,450,222,0.015142927110474038,0.016296581467077378,0.8751415567660997,0.005442900776942014,4.370042348955228e-05
Hybrids,1,204,455,204,0.01543845658683992,0.01674906358003339,0.8745763461701384,0.006400365149183863,5.9275729224165675e-05
Hybrids,1,218,460,218,0.015710528083096767,0.017075560179944316,0.8746174258102264,0.005484454411562116,4.3510782516466563e-05
Hybrids,1,216,465,216,0.015879854689333034,0.017060923145129234,0.8745960268995825,0.005941202942929313,5.116682111271566e-05
Hybrids,1,217,470,217,0.015699162037973134,0.016838459715630756,0.8814455403860716,0.005548970392270039,4.354436796335483e-05
Hybrids,1,228,475,228,0.01592339638262849,0.01672195746525716,0.8788573981237829,0.00528976405000291,3.97444685337427e-05
Hybrids,1,219,480,219,0.016117792149791057,0.016801752652718625,0.8786865752749881,0.005154968848212671,3.7751552313564734e-05
Hybrids,1,216,485,216,0.015521599215264496,0.016655150745548245,0.8785221954202354,0.005637507361103902,4.603920010648274e-05
Hybrids,1,220,490,220,0.015492866639561767,0.016686429687256987,0.8785425124711699,0.005176614852152627,3.881579704345506e-05
Hybrids,1,219,495,219,0.015835931225290145,0.016688756858095122,0.8789988462146041,0.005836938751545122,4.8857885554660075e-05
Hybrids,1,215,500,215,0.016046257164932763,0.017175308601212365,0.8789915827037194,0.0059311015569395885,5.0451279130116816e-05
