Algorithm,Seed,Population,Generation,Solutions,TimeDelta,GD,IGD,HV,S,STE
NSGA3,1,233,285,233,5.972311,0.004555499524864505,0.04078753970427851,0.8613267217002537,0.0028093357707790504,2.3277888370850655e-05
NSGA3,1,239,290,239,6.356429,0.004484479487546298,0.03753284007222784,0.8615044328857564,0.0029164478812459043,2.3810050729370995e-05
NSGA3,1,227,295,227,7.386199,0.00429195529078679,0.03966603869906093,0.8636699776164292,0.002924747014784744,2.443000894439864e-05
NSGA3,1,239,300,239,6.465053,0.004439563434033263,0.03751166467633597,0.8638406543836753,0.0030958840535626293,2.558964558588692e-05
NSGA3,1,212,305,212,6.449652,0.004275518194003746,0.038633429750189616,0.8637304921827405,0.0029988899593432553,2.5084999572548968e-05
NSGA3,1,224,310,224,5.734615,0.004236707317914953,0.03775772681765233,0.863774625537291,0.002881411312060899,2.3243336215579843e-05
NSGA3,1,225,315,225,6.73099,0.00434535656788164,0.03681785163520542,0.8674806827838673,0.004698834626224153,5.4186034176109147e-05
NSGA3,1,237,320,237,6.773382,0.0045008974561486295,0.03553716638473032,0.8682567429543786,0.004192272018190195,4.1577918804806664e-05
NSGA3,1,233,325,233,6.330449,0.0042746306316080685,0.03686490793482339,0.8684999398152423,0.0028355274895327,2.1480689633942706e-05
NSGA3,1,241,330,241,6.299873,0.004262107656686562,0.03657874848424338,0.8676076469444384,0.0029409855543663928,2.316638685988306e-05
NSGA3,1,241,335,241,6.376655,0.0041672986660043695,0.03652275612807243,0.8678898352367843,0.00300900850351862,2.423587095499769e-05
NSGA3,1,220,340,220,6.357111,0.00417017148339924,0.0368803463082473,0.8704469827674358,0.0031469408313580423,2.6827199225579253e-05
NSGA3,1,223,345,223,6.116578,0.00424513548491683,0.03691899860074131,0.8705905200358606,0.0034343472519399705,3.195476828775892e-05
NSGA3,1,237,350,237,8.393473,0.004289284403506707,0.03615667563125797,0.8715701593642745,0.0034559841302606244,3.0654413890135125e-05
NSGA3,1,237,355,237,6.822339,0.004333205134886867,0.03477131619685367,0.8695304592711948,0.0037855775911549354,3.567063444041907e-05
NSGA3,1,249,360,249,7.96654,0.004326792143580285,0.03448395999672438,0.8717272116457946,0.0037576484982450894,3.493822436522642e-05
NSGA3,1,247,365,247,7.241516,0.004260732671573998,0.03529173154586717,0.8717812643735302,0.0029897183066070554,2.2923988580695783e-05
NSGA3,1,249,370,249,7.543195,0.004252337807374851,0.035261420925469085,0.871985245115017,0.002852683559943441,2.086248072402507e-05
NSGA3,1,252,375,252,7.492958,0.004224722582677425,0.03527120579436863,0.8721168215765093,0.002902935655327512,2.1602933171831204e-05
NSGA3,1,245,380,245,7.140688,0.004200450534474922,0.032902766653181474,0.8727919079131556,0.003178458961049961,2.4850602440230278e-05
NSGA3,1,229,385,229,5.690171,0.004068462863011655,0.03279627226748055,0.8768245113834168,0.0033869110192491017,2.7932131920601836e-05
NSGA3,1,236,390,236,6.396466,0.004204943868424547,0.03273392139109032,0.8769731325873076,0.0033764403073693414,2.7756082400156034e-05
NSGA3,1,230,395,230,7.33139,0.003999899326964257,0.032780342298814255,0.8769886578042487,0.0034087148040068196,2.8292385195109624e-05
NSGA3,1,234,400,234,7.94575,0.003838924929888853,0.032813193676826224,0.8769720025873123,0.0035986477074883656,3.153076282180195e-05
NSGA3,1,242,405,242,7.489959,0.003908895271620738,0.03205234632370926,0.8774937696238665,0.0035919185958778617,3.113274442984509e-05
NSGA3,1,242,410,242,7.297176,0.003857436007595692,0.03190801447855732,0.8776179406383148,0.0038808626206077584,3.5991325998391234e-05
NSGA3,1,246,415,246,8.039447,0.0038827362363217386,0.0317821756734066,0.8777145574075707,0.0036333148120683808,3.154409461165725e-05
NSGA3,1,249,420,249,7.9633009999999995,0.0038387736350998978,0.031611939844638476,0.87847587684923,0.003452950093773991,2.8263168218878806e-05
NSGA3,1,243,425,243,8.012353,0.003980474074672563,0.032139189425640334,0.8788012032549463,0.003767767260066459,3.422104412456122e-05
NSGA3,1,244,430,244,7.412674,0.003850069989498403,0.03302043729468728,0.8790337756367068,0.0034683203430963083,2.9844840286318063e-05
NSGA3,1,246,435,246,8.225979,0.003841049574172741,0.032029406561260236,0.8791167869226393,0.0036096201044097972,3.116775312694567e-05
NSGA3,1,249,440,249,8.306969,0.0036999792685061123,0.03301722739089258,0.8797985697077988,0.0034090724067324806,2.8914805433294653e-05
NSGA3,1,250,445,250,8.00347,0.0036544850149328547,0.03307124365828911,0.8805047659022925,0.0033779716721303193,2.83830142323263e-05
NSGA3,1,243,450,243,8.014064,0.003546377511310046,0.03312118576267541,0.8790694905467543,0.003476810048300807,2.9354330109786515e-05
NSGA3,1,250,455,250,9.550217,0.0035746740327124655,0.03250128788805837,0.8805268965139821,0.0035975216185028937,3.1311818713382705e-05
NSGA3,1,254,460,254,8.458807,0.0036005462704226236,0.033261556742144885,0.8811533290748629,0.0034548615336208693,2.883307241797308e-05
NSGA3,1,259,465,259,8.605824,0.0038056326368147973,0.03342910018126632,0.880885778446256,0.003549800108326427,3.0515684010559614e-05
NSGA3,1,256,470,256,8.704255,0.003725276601615541,0.033427195016765776,0.8818708665985532,0.003363875280278549,2.738211639475471e-05
NSGA3,1,257,475,257,9.405796,0.0037011039636415796,0.032754946064046685,0.8818740041873199,0.0032340748308624214,2.5638302594564522e-05
NSGA3,1,242,480,242,9.064716,0.0033364810967773566,0.03297441357239755,0.8819048751857936,0.0033629731599079424,2.7030206201669767e-05
NSGA3,1,256,485,256,8.480049,0.0030542278919027353,0.03236708757172515,0.8819089539636731,0.003221865435425375,2.4803833832496847e-05
NSGA3,1,260,490,260,9.07438,0.0028458121487173935,0.03217794349515846,0.8819984503739553,0.0031725770655857267,2.4044323619114256e-05
NSGA3,1,247,495,247,9.108933,0.0013031593743526757,0.03200588450287992,0.8808329917283984,0.003284162351366486,2.5391714861237467e-05
NSGA3,1,251,500,251,8.81175,8.720587968325251e-05,0.02988592109072239,0.8809289806416583,0.00345517373433027,2.7699212099163093e-05
UNSGA3,1,20,1,20,0.0,0.211085551900619,0.2567381300457067,0.4617905239540671,0.009788070343673447,0.0002979617973063142
UNSGA3,1,32,5,32,4.248741,0.16273659965195303,0.23425108163837285,0.505369236631646,0.005573309718034578,7.732146375822189e-05
UNSGA3,1,38,10,38,3.859985,0.12265227191775639,0.19575146180264247,0.5483453567057821,0.008997146740349979,0.0002159009519736586
UNSGA3,1,29,15,29,4.339311,0.10689167844503972,0.16256361979848588,0.5908645885906626,0.011258312218151378,0.00028996944263821563
UNSGA3,1,19,20,19,4.596183,0.06937423179201378,0.143426994544856,0.625753769723034,0.009448316723947149,0.00029541499200805694
UNSGA3,1,31,25,31,4.534189,0.04386674683913552,0.11477686088982147,0.6486308051713991,0.014152274522443158,0.0005542780066078712
UNSGA3,1,27,30,27,4.359488,0.043483144643853354,0.1020619789449761,0.6748327700299958,0.00998812422462753,0.0002873490413280423
UNSGA3,1,40,35,40,4.318644,0.035296669724546814,0.09490048985537813,0.6956312127355535,0.007590689857698561,0.00016459964989346597
UNSGA3,1,51,40,51,4.42822,0.024550766029479747,0.07782523385933497,0.7114747630122139,0.008555189521269877,0.00020883971952190947
UNSGA3,1,60,45,60,4.274132,0.024017178979749473,0.07070523094299305,0.7275180156078728,0.007239167914412289,0.00016249008298108102
UNSGA3,1,70,50,70,3.59002,0.019989783739298647,0.06770063157433553,0.7342256623950699,0.008962388463057941,0.0002296733542921151
UNSGA3,1,54,55,54,4.074304,0.017396233628206206,0.06596396774907652,0.7395341902009821,0.007604208708985217,0.0001742780634319413
UNSGA3,1,63,60,63,4.361947,0.016464346128947878,0.06660420081117857,0.7563894458318225,0.0041338846700430905,6.396954557777124e-05
UNSGA3,1,38,65,38,3.836955,0.016812731069502686,0.06089184299985042,0.7733361689409006,0.00905726856714358,0.0002470820826810839
UNSGA3,1,75,70,75,5.037922,0.012867968232024244,0.059776207515424215,0.7747994816940554,0.006235920705824716,0.00012221821009849522
UNSGA3,1,102,75,102,3.71165,0.013163021408196873,0.05818617124461559,0.7754225793951772,0.003940503649194164,4.810090151637802e-05
UNSGA3,1,122,80,122,4.1585090000000005,0.01268787598672675,0.05537787819708681,0.7749297408057736,0.004432988944038765,6.37296901970452e-05
UNSGA3,1,101,85,101,4.52207,0.011606086198142412,0.0537672701037871,0.7861454493679896,0.005007700911641955,8.12450290557806e-05
UNSGA3,1,116,90,116,4.078677,0.011660883896321386,0.05255072510012016,0.7865271560821155,0.005536256370752551,9.450568025310325e-05
UNSGA3,1,179,95,179,4.333154,0.010760046115331469,0.05176205572072418,0.7883050377285096,0.00425096359534286,5.522772713010613e-05
UNSGA3,1,140,100,140,4.169797,0.010285185895447701,0.052863473205329546,0.7897070743404714,0.004021521756399907,5.087342907127806e-05
UNSGA3,1,184,105,184,3.658957,0.009854331732329405,0.053035341798273905,0.7921911082778732,0.0042306941683049075,5.3145139294243946e-05
UNSGA3,1,178,110,178,4.397752,0.010371233540466889,0.0515798329448928,0.7966588726378618,0.004024929181630258,5.07674404920279e-05
UNSGA3,1,201,115,201,3.495221,0.010298351682368166,0.05117870762429161,0.7967885006423508,0.0038083273391248877,4.542099548631669e-05
UNSGA3,1,188,120,188,4.47363,0.009766595968951497,0.04935522820720037,0.8010513822012152,0.0036854414621631526,4.2295625733508154e-05
UNSGA3,1,197,125,197,3.913681,0.009270069602188829,0.04945982264954204,0.8019841864693774,0.0034658258304847735,3.697168035168095e-05
UNSGA3,1,212,130,212,4.146584,0.009293166697771207,0.047885745632054985,0.8016767016957846,0.0036236586404276776,4.0488576574870384e-05
UNSGA3,1,213,135,213,4.337148,0.009469387062677763,0.04707198381615869,0.8034989804357262,0.003988882196252192,4.872083947692743e-05
UNSGA3,1,197,140,197,4.538936,0.009018174944110424,0.0508524436300668,0.8092969851863171,0.0047559657541561585,7.73350688472637e-05
UNSGA3,1,205,145,205,4.400139,0.00905352359233159,0.0466023495765239,0.8120596190421779,0.0030827734154813147,3.063330026467485e-05
UNSGA3,1,203,150,203,4.316216,0.009188946505064972,0.04699604406130847,0.8127253061910755,0.004019028691473744,5.5164635373912286e-05
UNSGA3,1,191,155,191,4.464831,0.009110579581308322,0.04584762098221715,0.8243666486488122,0.00377018128605885,4.574481714315071e-05
UNSGA3,1,198,160,198,4.305807,0.009124564393341387,0.047412481434220166,0.8247052041924451,0.0025767454600124323,2.2478449119087115e-05
UNSGA3,1,203,165,203,4.73372,0.008944697745308119,0.04673998109632006,0.8277233545377093,0.002588971676125508,2.288322879494693e-05
UNSGA3,1,206,170,206,4.87263,0.009347778329501294,0.046843406619286425,0.8278531195859534,0.0026297661227907025,2.3369761409258813e-05
UNSGA3,1,205,175,205,4.939633,0.009702354668948185,0.045446812624012685,0.8321178046912001,0.0024151132997602084,1.9356073452498755e-05
UNSGA3,1,220,180,220,5.250338,0.009818308168398541,0.04424757246225969,0.8323784064584039,0.0029322790499487178,2.699587442746889e-05
UNSGA3,1,223,185,223,4.521154,0.01005281695325651,0.0429923557906314,0.8327907931031228,0.003141605169711537,2.8396298394726592e-05
UNSGA3,1,230,190,230,5.304106,0.00995413780241,0.0417969062584052,0.8332004169317506,0.003200878669853545,2.9421351759324852e-05
UNSGA3,1,217,195,217,5.296658,0.009975882967531692,0.04099178008283077,0.8389708607006019,0.0025902621538010586,1.865877429835123e-05
UNSGA3,1,224,200,224,5.678147,0.00988339923708943,0.04032565144345611,0.8390107192396615,0.002810168892776976,2.172547941970263e-05
UNSGA3,1,193,205,193,5.285456,0.00985606781623886,0.03862420764835771,0.8451506520536791,0.0028675930448524532,2.1510709715314206e-05
UNSGA3,1,201,210,201,5.569945,0.01035002132225712,0.03985619687784781,0.8453307127630229,0.0038609639254954405,4.042485422240177e-05
UNSGA3,1,207,215,207,5.093971,0.010648936323619485,0.0399379116708325,0.8452562762040021,0.0030499485286010703,2.4875608323908507e-05
UNSGA3,1,216,220,216,5.25959,0.010452332963242874,0.03862324189292002,0.8454700101914119,0.003396675711090591,3.072850090601013e-05
UNSGA3,1,228,225,228,5.745803,0.010524625492343741,0.03781723441190069,0.8456939915045867,0.0030417536650448867,2.4619175220010772e-05
UNSGA3,1,236,230,236,4.962819,0.01050271010307902,0.03754993284452285,0.8457772608839524,0.002910835457670905,2.244854856993308e-05
UNSGA3,1,223,235,223,5.396324,0.00962387584037903,0.03541489924539537,0.8459892718955583,0.0034535751583136243,3.0127942893425272e-05
UNSGA3,1,237,240,237,6.440797,0.00966715770116159,0.03521905476755775,0.8460546416511203,0.003046111626336139,2.343191260506124e-05
UNSGA3,1,219,245,219,5.613281,0.009886953912928967,0.03538875315699422,0.848449632241744,0.0040532133561244745,4.067823261285069e-05
UNSGA3,1,233,250,233,5.43139,0.010229491940085555,0.03459636245958511,0.8485198124985769,0.0037815251466483926,3.483193672286911e-05
UNSGA3,1,229,255,229,6.058774,0.009834516092574132,0.0344296732686059,0.8499825561996341,0.003594132632273911,3.14457303173556e-05
UNSGA3,1,239,260,239,5.432104,0.009959662066702912,0.033804780067945295,0.8500879481056107,0.0029125899331955032,2.0646787270388422e-05
UNSGA3,1,244,265,244,5.870144,0.009806279959106986,0.031406471908549644,0.8503243022941344,0.00319119794492827,2.3451447093176195e-05
UNSGA3,1,223,270,223,6.068513,0.009708848018537527,0.032201754430921825,0.8528012385434655,0.0034903200392713803,2.7848553182667674e-05
UNSGA3,1,219,275,219,6.027226,0.009657912932522673,0.03256939608105571,0.8557809187754479,0.0034851641034949862,2.780423047301123e-05
UNSGA3,1,230,280,230,6.117586,0.009533673508616052,0.03246530127382719,0.8560294790917743,0.0024635919506308104,1.46337032049301e-05
UNSGA3,1,226,285,226,6.08822,0.00968842140317398,0.0322483579279944,0.8592814579911363,0.0027948685652838946,1.885569617507541e-05
UNSGA3,1,225,290,225,5.104692,0.009635756397594416,0.03153762766943013,0.8593346835522907,0.00315777175439268,2.3062964414704235e-05
UNSGA3,1,228,295,228,6.572393,0.00925334105690084,0.030548370210803356,0.8593857427797787,0.003593955908824586,2.9872642195658337e-05
UNSGA3,1,237,300,237,6.559946,0.00939449043743141,0.029934279312456975,0.8605716914606288,0.0030452392351262027,2.13837237691104e-05
UNSGA3,1,241,305,241,6.5987670000000005,0.009311923828445758,0.029947566246752533,0.8607073392665009,0.0029700870908901506,2.051762383058626e-05
UNSGA3,1,243,310,243,6.018242,0.009077862215776713,0.029729214824725143,0.8608228021678817,0.0029376894899724405,2.01953044026692e-05
UNSGA3,1,226,315,226,6.78934,0.009669118151840983,0.03006821023804927,0.8622259539445172,0.00357163435703692,2.9765803366361178e-05
UNSGA3,1,224,320,224,6.185306,0.009487877900758926,0.031111809384144727,0.8628382848733493,0.0030771849153708696,2.280686299587474e-05
UNSGA3,1,233,325,233,5.940251,0.009225346982063655,0.029800167673783885,0.8629801048869222,0.0033712483634623894,2.5917029239516806e-05
UNSGA3,1,239,330,239,7.050727,0.0089923428410602,0.028750340935291444,0.8632145191053531,0.003538126021165756,2.85214999226013e-05
UNSGA3,1,218,335,218,6.500618,0.009090987954839196,0.02827729316459253,0.8665575698215751,0.003640875226769922,2.9842156388969384e-05
UNSGA3,1,229,340,229,6.628685,0.009134400651236524,0.027945840016846146,0.8677116548340325,0.003888409301782515,3.379826221761023e-05
UNSGA3,1,225,345,225,7.127471,0.009179297267879598,0.02896627468941901,0.8685978571748459,0.003725489113073884,3.127437130845875e-05
UNSGA3,1,225,350,225,6.242762,0.008890043858595455,0.02952304526457759,0.8723705620429358,0.0033770279880658803,2.5835236676505657e-05
UNSGA3,1,223,355,223,6.032373,0.009043470579436944,0.03065991976460735,0.8724204938246773,0.003041140927917157,2.1049842110700448e-05
UNSGA3,1,229,360,229,5.63432,0.008979733591432188,0.028774636521756315,0.8730640754121954,0.0034080729663588335,2.5867865401447238e-05
UNSGA3,1,235,365,235,6.8751,0.008932271602926457,0.028648873637603083,0.8731179023539957,0.0033479235906775577,2.496003950772627e-05
UNSGA3,1,236,370,236,7.153552,0.008643927388102471,0.02847058812341759,0.8733697971856142,0.0037371148645694665,3.1069964891714586e-05
UNSGA3,1,229,375,229,6.664078,0.008650858585509876,0.02850840988712813,0.8734565298390964,0.0036746787956343334,3.0044371996350315e-05
UNSGA3,1,237,380,237,7.150468,0.00842032623488542,0.028042804329195183,0.8736108760820271,0.0036724804991206416,2.9669731690149425e-05
UNSGA3,1,240,385,240,7.7708960000000005,0.008226184977004667,0.027957737865712724,0.8742342366545479,0.0030344059442044395,2.019478931881564e-05
UNSGA3,1,245,390,245,7.619192,0.008200611127381349,0.027890940851894665,0.8742893263486922,0.002902389695728734,1.837544117009634e-05
UNSGA3,1,246,395,246,6.201587,0.008140421376054807,0.027913776765598978,0.8744177341791483,0.003164625466722336,2.1726863718520782e-05
UNSGA3,1,242,400,242,8.398856,0.008074805239920534,0.028269119367021516,0.8744056200166226,0.0030049605058660852,2.013334980017613e-05
UNSGA3,1,244,405,244,7.664484,0.007999112932840233,0.028031205574243462,0.8744005249832245,0.003438419783964287,2.530169645947195e-05
UNSGA3,1,231,410,231,7.762345,0.008052291443803924,0.0292255346743114,0.8777510400280234,0.0034341191974560648,2.5727679085972425e-05
UNSGA3,1,242,415,242,7.248118,0.008008288413402412,0.028050571927156775,0.8779652489514523,0.0034323480154299086,2.5556398805022925e-05
UNSGA3,1,246,420,246,7.830819,0.007993635843836057,0.027973516893421393,0.877985122293613,0.003236181901607208,2.2717135789173708e-05
UNSGA3,1,230,425,230,7.845976,0.007976794551160115,0.028373933994033786,0.8771765422637129,0.0035422854402619784,2.731152145724701e-05
UNSGA3,1,213,430,213,7.734542,0.00802619230204833,0.027192587803778714,0.8831344376995156,0.004165795844543976,3.7221711155620085e-05
UNSGA3,1,216,435,216,7.36122,0.008085802430319545,0.027231791499314303,0.8832278810105162,0.00392807220118877,3.3092596370384134e-05
UNSGA3,1,219,440,219,7.851729,0.007905952813368868,0.026846930847397057,0.883252412110086,0.003922568889203602,3.299783203353438e-05
UNSGA3,1,227,445,227,7.688733,0.0078422082852445,0.026514864619069777,0.8833704722196213,0.003102641209054789,2.099159059220342e-05
UNSGA3,1,232,450,232,8.114958,0.0077674088252563415,0.025820437678920467,0.8834187279936787,0.003206111861328982,2.193470345476895e-05
UNSGA3,1,237,455,237,8.014775,0.007781226423377008,0.025677081412446467,0.8834486825065012,0.003179289009674822,2.1567250432400656e-05
UNSGA3,1,242,460,242,8.123705,0.00769081927816547,0.02496052737032972,0.8834764716969079,0.003144360076727336,2.0507797623954605e-05
UNSGA3,1,243,465,243,7.990255,0.0077738187940979185,0.02504693008704968,0.8835350918432827,0.002904039504541457,1.7492508761390863e-05
UNSGA3,1,245,470,245,8.441017,0.007812625679637662,0.02408550623577651,0.8836523130663086,0.0038294190329342423,2.915607514202066e-05
UNSGA3,1,210,475,210,8.210703,0.008053134689066377,0.025994855015802776,0.8857939893231189,0.005176705955486235,5.443402888482424e-05
UNSGA3,1,224,480,224,7.90982,0.008126000914152906,0.025212440862751703,0.8859088929806829,0.005106646352843726,5.244630806724151e-05
UNSGA3,1,229,485,229,8.371085,0.007921474609237558,0.025249276328444665,0.8856180648427696,0.0052594341779982024,5.429035166558405e-05
UNSGA3,1,224,490,224,8.495453,0.007627630272724719,0.026204961906371328,0.884353018557208,0.004352215721804127,3.7309522997115726e-05
UNSGA3,1,234,495,234,8.945114,0.007738497353444716,0.028006311273431023,0.8856158721361401,0.003997654008440938,3.136276290664857e-05
UNSGA3,1,230,500,230,7.663988,0.007175886671664335,0.026931975540262013,0.8884855913866982,0.003572328900195018,2.659965455075328e-05
SMSEMOA,1,23,1,23,0.0,0.20897486416304262,0.2567381300457067,0.4618048400290665,0.009112165155838358,0.00025647104855153045
SMSEMOA,1,30,5,30,4.648436,0.15388140529587518,0.22492644973585424,0.501410595284306,0.009483439987855651,0.0002429386132104436
SMSEMOA,1,31,10,31,6.601381,0.1235069350363953,0.19119731357899225,0.5459446669321218,0.008096899909267714,0.00020489103127262152
SMSEMOA,1,46,15,46,4.480182,0.08340614771034148,0.16240582862140937,0.5910437051042374,0.009039852793038223,0.00021691265949251625
SMSEMOA,1,55,20,55,4.557338,0.05886719280388672,0.1394267516936234,0.614108474285433,0.008136780565597346,0.00020591522801703986
SMSEMOA,1,61,25,61,5.6174610000000005,0.040028556696421635,0.1200207739668318,0.6525589784641737,0.007854825788169718,0.00018248506806888104
SMSEMOA,1,83,30,83,8.131007,0.03574235024859388,0.1021534105867078,0.6823856351198769,0.008215015614557236,0.00017304553390744262
SMSEMOA,1,83,35,83,6.427163,0.03733735159761579,0.09468448485305016,0.6956758738180691,0.006546721453761909,0.00011541406437669738
SMSEMOA,1,79,40,79,7.040622,0.03157162278760803,0.08678688203527139,0.7120683287116512,0.006075735462901244,0.00011161098780973311
SMSEMOA,1,100,45,100,7.772642,0.024098032964347618,0.07732847607223373,0.7350890940780559,0.005726757087358589,9.815386103394066e-05
SMSEMOA,1,109,50,109,10.306643,0.018116838197386707,0.07300310122050956,0.7369772224699022,0.004515623231564687,6.993145601148479e-05
SMSEMOA,1,117,55,117,9.69359,0.01623520965724729,0.06911815769769031,0.7514116427769317,0.005046793751306942,9.085550972822351e-05
SMSEMOA,1,124,60,124,8.528786,0.014504619501790869,0.06562961218820632,0.7556133870025574,0.005523083986736335,0.00010670985733160459
SMSEMOA,1,186,65,186,11.764046,0.011609205547669121,0.06315669833360582,0.7635512759274823,0.004762014057938979,7.698147150274569e-05
SMSEMOA,1,202,70,202,12.992785,0.01009172686848221,0.06518264152365019,0.7700646499476453,0.0033311885826886782,4.043241485314085e-05
SMSEMOA,1,234,75,234,17.188332,0.009029154645296618,0.06119172005836777,0.7776606940504903,0.0035730935092573935,4.2531862229403e-05
SMSEMOA,1,305,80,305,10.809686,0.008589511782232231,0.06167776504154923,0.7801600132079407,0.002981050896004186,2.9832515569851756e-05
SMSEMOA,1,324,85,324,9.269156,0.008202565972604835,0.06191992741056356,0.7818746125066613,0.0028520775286413813,2.8007851072037742e-05
SMSEMOA,1,346,90,346,8.763725,0.007406384999998028,0.06061286556651755,0.7858735840911635,0.0029797948079948403,3.1401682590524386e-05
SMSEMOA,1,372,95,372,9.242133,0.007285661772005828,0.06010349929136755,0.7945682135510778,0.002253474435041162,1.8905942595787355e-05
SMSEMOA,1,400,100,400,16.288329,0.007094223081119077,0.059089679932822096,0.7949393029655711,0.002248919900275458,1.9034762339125313e-05
SMSEMOA,1,400,105,400,22.409285,0.00657877023519884,0.058824222621992835,0.7986560638060486,0.0023218409614532637,2.000563009831311e-05
SMSEMOA,1,400,110,400,27.063159,0.006506095983417864,0.05880860293937509,0.7987832576942795,0.0022057678650618333,1.8055391421718187e-05
SMSEMOA,1,400,115,400,29.376369,0.006225357020004925,0.05805344047066881,0.7988986296892944,0.0021494014114733667,1.7141034123427873e-05
SMSEMOA,1,400,120,400,37.055339,0.006361481277770837,0.05724459121540343,0.8015680349125172,0.0018319981547048581,1.2425713024235203e-05
SMSEMOA,1,400,125,400,43.331898,0.006229296812234306,0.05698165120066977,0.8021163141097722,0.0017234139326279454,1.0977751831000073e-05
SMSEMOA,1,400,130,400,38.205668,0.006060540682631343,0.05226004701662141,0.802411211679688,0.002277092083406794,1.770840004814519e-05
SMSEMOA,1,400,135,400,46.41654,0.005989446023870208,0.05148621921626398,0.8024888579987329,0.002245466439361035,1.7219925756673013e-05
SMSEMOA,1,400,140,400,33.601267,0.005865069579250291,0.050416087608166085,0.8026582916384201,0.0023886480541176853,1.943163000699281e-05
SMSEMOA,1,400,145,400,38.788789,0.005994919300070345,0.049938634669920046,0.8028285773365149,0.00230068684660895,1.800087299304884e-05
SMSEMOA,1,400,150,400,48.032789,0.006179928469978575,0.04913586466598975,0.8063009360167788,0.002206131173213553,1.6061091442852162e-05
SMSEMOA,1,400,155,400,33.020438,0.006018262983648472,0.048461417548005606,0.8069505185600838,0.0023434507800544234,1.8088254419938978e-05
SMSEMOA,1,400,160,400,50.080707,0.006280730722569688,0.047840983322659056,0.8093016293281136,0.00240795087381311,1.8606127437273673e-05
