Algorithm,Seed,Population,Generation,Solutions,TimeDelta,GD,IGD,HV,S,STE
NSGA2,1,400,345,400,13.454574,0.011859759453712773,0.020444400616856644,0.8613348975702044,0.003393698032530406,1.6307652649317922e-05
NSGA2,1,400,350,400,13.227268,0.011861539169248769,0.02081757639108875,0.861340565786231,0.0034397200077169532,1.6752948145855033e-05
NSGA2,1,400,355,400,12.906242,0.011916776678187784,0.020527199897980908,0.8613587655566152,0.003317476269577042,1.55833458417561e-05
NSGA2,1,400,360,400,13.350393,0.011729072394133556,0.0206156193943696,0.861371623248401,0.003205576452698257,1.450708571055852e-05
NSGA2,1,400,365,400,14.17602,0.011720972226794349,0.019788780539274835,0.8630604641377575,0.0034263531494958355,1.653349576693093e-05
NSGA2,1,400,370,400,14.295763,0.011548133196664829,0.019427323916536236,0.8630499024492462,0.003539695816294651,1.7570485779534108e-05
NSGA2,1,400,375,400,13.452926,0.011524065663136667,0.019168411848085674,0.8631174021018492,0.004065574167557415,2.3179051488014877e-05
NSGA2,1,400,380,400,14.706948,0.011087438360262466,0.019662922934761566,0.8661488579851151,0.004176266039855076,2.4602230855069503e-05
NSGA2,1,400,385,400,14.669719,0.011399928426776262,0.019138476412994057,0.8666451939037982,0.004327933096576846,2.641021762153356e-05
NSGA2,1,400,390,400,15.607721,0.010927757701960875,0.018984647622204687,0.8666648568419744,0.003102353680461441,1.359549774219952e-05
NSGA2,1,400,395,400,14.661769,0.01048556569387638,0.01926311113195955,0.8667320799710603,0.0033717088700129603,1.6058783157015683e-05
NSGA2,1,400,400,400,15.120367,0.01111461414429292,0.01894621913355383,0.8692110310116716,0.003176059026072252,1.4170643922949966e-05
NSGA2,1,400,405,400,15.993524,0.011628703553023057,0.01903757369967397,0.8703978916716069,0.0034073853575096137,1.6245376761437662e-05
NSGA2,1,400,410,400,15.36422,0.01141568770555592,0.0187813256526124,0.8704215916089015,0.003908169655651479,2.0950458903261763e-05
NSGA2,1,400,415,400,15.721914,0.011562879841979956,0.01895001750123453,0.8710311177053083,0.0035754963903257488,1.7894934700411778e-05
NSGA2,1,400,420,400,16.149643,0.011294520617598072,0.01863676900587247,0.8711250098338176,0.0035575155663388927,1.7725191415733748e-05
NSGA2,1,400,425,400,16.99368,0.011358678846650538,0.01899263136908024,0.8711912116092514,0.003189862187114988,1.4174668689834472e-05
NSGA2,1,400,430,400,16.456657,0.01126981142443826,0.018362468010482344,0.8711950299078501,0.0032961103842505837,1.5134656576502342e-05
NSGA2,1,400,435,400,16.194741,0.011144089925055818,0.01842000821539574,0.8713652120771631,0.00353709532798438,1.7416524694635336e-05
NSGA2,1,400,440,400,16.600705,0.010894322768159279,0.018431061806232215,0.8721676080717913,0.0035253742498085666,1.7291765144327794e-05
NSGA2,1,400,445,400,15.565672,0.010858606781869964,0.017816363761129488,0.8756268261211364,0.003372075139950104,1.573694276334153e-05
NSGA2,1,400,450,400,17.311562,0.010346988966323705,0.01759078838340023,0.8756727168301297,0.003289040787376864,1.497146835784329e-05
NSGA2,1,400,455,400,17.061409,0.010672887262332278,0.017354031894935784,0.8758497772055096,0.0033727624076905337,1.5744530553831832e-05
NSGA2,1,400,460,400,17.289285,0.010314185294128937,0.0174789896075117,0.8758975493594947,0.0033905815076578465,1.604111771037238e-05
NSGA2,1,400,465,400,16.626992,0.010383083627860855,0.01749989650691605,0.8758971509413243,0.0032099205683361757,1.4211637861444011e-05
NSGA2,1,400,470,400,17.643931,0.01004170232923801,0.016877574465550833,0.8761692529092284,0.003170822469238651,1.386634166017997e-05
NSGA2,1,400,475,400,17.543392,0.01025425437559897,0.01695718647106292,0.8776226482783185,0.003049978493241986,1.28084247050724e-05
NSGA2,1,400,480,400,18.291518,0.00975062655462473,0.01683128817380825,0.8776818519840364,0.0032231053365562915,1.4303791274798155e-05
NSGA2,1,400,485,400,18.294984,0.009568760779784054,0.017596031492320693,0.8776550526062207,0.0034417146144640792,1.6309921757282348e-05
NSGA2,1,400,490,400,17.420647,0.009303665744120022,0.017302560173420002,0.8777003241299145,0.0034243462413397156,1.598218740741633e-05
NSGA2,1,400,495,400,18.464278,0.009021952671470957,0.016998852232653208,0.8787224661983735,0.003818613117019734,1.9845318228718635e-05
NSGA2,1,400,500,400,17.421725,0.008503408255244293,0.016908394789715953,0.879025763050737,0.0034029154641809995,1.5753888295008744e-05
NSGA3,1,20,1,20,0.0,0.211085551900619,0.2567381300457067,0.4617905239540671,0.009788070343673447,0.0002979617973063142
NSGA3,1,26,5,26,3.5393470000000002,0.16735910173937624,0.22625084603925166,0.5011260069060974,0.010533153797506831,0.0002760179644042516
NSGA3,1,26,10,26,3.9793380000000003,0.1264800567981452,0.18808369753322302,0.5530468077671019,0.010522527196879319,0.0002729209861256517
NSGA3,1,31,15,31,4.0847809999999996,0.0993182290916247,0.16907401556446686,0.5891987617397039,0.01270561050468823,0.00036122252732716454
NSGA3,1,33,20,33,4.157727,0.06328605514105018,0.13731498400988645,0.617897998481858,0.011138048958385499,0.0003130046390435246
NSGA3,1,38,25,38,4.341178,0.058043520103156776,0.11123605190860889,0.6619053253200549,0.006973649954341574,0.00012391506488125146
NSGA3,1,25,30,25,4.475377,0.03917539302836392,0.10177741436693531,0.677467208189207,0.007925857155800877,0.00021740913828272214
NSGA3,1,34,35,34,4.407704,0.03175964922895104,0.08477233843000283,0.7036107046210626,0.009515676194099236,0.00027162582793794276
NSGA3,1,40,40,40,4.189944,0.035046505172195916,0.07385832121262778,0.7324432366256499,0.013909353978953012,0.0004600986298907084
NSGA3,1,40,45,40,4.337208,0.028399051778063587,0.0728832535707747,0.7461864225702926,0.013440174835330079,0.0004802360932618153
NSGA3,1,40,50,40,4.339916,0.017865724369974068,0.06675030729184742,0.7618018380256608,0.01643782046027229,0.0007223563619726363
NSGA3,1,67,55,67,3.4102230000000002,0.018857287060347415,0.062234147852033,0.7649976685735808,0.009500432576352288,0.00022537594562833905
NSGA3,1,61,60,61,3.902238,0.013346083966593054,0.06542008740011922,0.7709325052968556,0.005580990024419777,0.00011186449104049318
NSGA3,1,85,65,85,4.116553,0.011325010573255984,0.06219376595946206,0.7787578187524189,0.0056081505097982254,0.00010824043699623523
NSGA3,1,79,70,79,4.174159,0.008357264977632218,0.06183032955962789,0.7788891597596692,0.0036514502158673237,5.230965602894609e-05
NSGA3,1,83,75,83,4.6166730000000005,0.009165573456473251,0.05683752608070486,0.7871339715234381,0.010730278570034365,0.00029279466737341963
NSGA3,1,99,80,99,3.410135,0.008423900021485381,0.055988100469971325,0.7919030615017123,0.010040187768566553,0.0002494532348820931
NSGA3,1,101,85,101,4.125307,0.008049222506755237,0.05701815127136855,0.7952500052424226,0.005606436047890343,0.00010372592014391938
NSGA3,1,132,90,132,3.52283,0.007662202772611695,0.05260126923692891,0.8003615159120281,0.009854937816623267,0.00023544115625516763
NSGA3,1,136,95,136,4.224074,0.007471404899610788,0.056710810282491,0.8009560509233806,0.013179911012712315,0.00042032292007198696
NSGA3,1,181,100,181,3.98841,0.006451873342166427,0.053945406936864566,0.8013573624116069,0.008569465437637525,0.0001794980569882452
NSGA3,1,185,105,185,4.468099,0.005936162037310544,0.052431669577277254,0.8032856565073239,0.00820427457897719,0.00016376993574411885
NSGA3,1,178,110,178,4.011465,0.006188878914867256,0.0506195669562679,0.8112087280766991,0.00892463175084811,0.00018989699247661773
NSGA3,1,188,115,188,4.247148,0.006167546925364077,0.052189878795903824,0.8113303571358469,0.01099871814846285,0.0002883308610498948
NSGA3,1,189,120,189,3.656377,0.006105689771975624,0.056353445694603946,0.8119307430553326,0.005657851131364294,0.00010585258513623115
NSGA3,1,210,125,210,3.965462,0.005919462064700875,0.05516908698034452,0.8122036549318378,0.0048528177622660165,7.851049870720809e-05
NSGA3,1,208,130,208,4.34298,0.005951005492567058,0.05314481348450347,0.8164387059777293,0.005063384039182935,8.276045508377728e-05
NSGA3,1,216,135,216,3.9694469999999997,0.005795134483746962,0.04567844723160162,0.8185393619545526,0.008155666828032529,0.00015405474290476666
NSGA3,1,221,140,221,5.839552,0.006225271226261034,0.045992405824266,0.8238838220975624,0.010619979020335053,0.0002576537697593281
NSGA3,1,213,145,213,3.876906,0.006117971483582129,0.04959611614980951,0.8258457538990446,0.006112017901102356,0.00011695991534038174
NSGA3,1,211,150,211,3.59435,0.0061015532861622805,0.04329918205467073,0.8284811501431257,0.008709861421055731,0.00017320339406773577
NSGA3,1,215,155,215,4.23749,0.006275482212976108,0.048808368445875557,0.829236949677604,0.006174925810885825,0.0001193505388326381
NSGA3,1,225,160,225,5.677968,0.006462906305004254,0.04832223190593806,0.8297374314428358,0.006035486292468488,0.00011321078995894439
NSGA3,1,234,165,234,5.131396,0.006194133693619439,0.048173564537071174,0.8304622296194947,0.005387977071569622,9.035158550461987e-05
NSGA3,1,213,170,213,5.169376,0.006546210616386883,0.03989629149015258,0.8353370123796979,0.008809682917879346,0.0001651854421800167
NSGA3,1,212,175,212,4.987518,0.006582642686127017,0.041146265671366734,0.8359823617018124,0.008756138344203647,0.00017098213150182435
NSGA3,1,215,180,215,4.82106,0.005952152464145135,0.04029952032581559,0.8371652826682476,0.008754512832310204,0.0001694412689689134
NSGA3,1,220,185,220,4.675131,0.0058934219111502015,0.04517901763141281,0.8364604652364541,0.003146517470483915,2.876898608541404e-05
NSGA3,1,208,190,208,5.433433,0.006031763812074935,0.04103927200266235,0.8418380465302537,0.005859438003301372,7.548081152356633e-05
NSGA3,1,213,195,213,4.595579,0.005694595249169769,0.04001782950357714,0.8419447133599762,0.00847910797441815,0.0001583074404636491
NSGA3,1,218,200,218,4.914669,0.005477729148688191,0.0401317976988901,0.8421858402321906,0.009378394378824154,0.00019374278391137212
NSGA3,1,222,205,222,4.993009,0.005450695608034148,0.04442353079390798,0.8428175024274819,0.0029214083440560553,2.7853688749175263e-05
NSGA3,1,210,210,210,5.143278,0.005312761675965407,0.044298501163557685,0.847180652705321,0.003847584214982209,4.721620149098214e-05
NSGA3,1,225,215,225,5.26205,0.005247498867426778,0.04369028721635824,0.8501330047446249,0.003622686404421657,4.137739204405937e-05
NSGA3,1,231,220,231,5.320082,0.0051601936741664,0.04214504397508424,0.8503865731784896,0.0027658375842907344,2.3350202321591343e-05
NSGA3,1,231,225,231,5.582544,0.00496277008953658,0.04271221992835916,0.8507165312592614,0.0027846167974970295,2.381758596273366e-05
NSGA3,1,235,230,235,5.480231,0.004751436701494692,0.0426501575364786,0.8508300669238698,0.002839020709121367,2.472261226899482e-05
NSGA3,1,239,235,239,5.503032,0.004674063624000156,0.04203649559195247,0.8501316272438352,0.0030040500317502277,2.7750446691132512e-05
NSGA3,1,239,240,239,5.235119,0.004710189916353056,0.04241684004163451,0.8501458609410213,0.0026859094426427504,2.2307167464633074e-05
NSGA3,1,227,245,227,5.240843,0.004693701165924933,0.042093479073248084,0.8556202172920833,0.0030726456697871066,2.852574563211251e-05
NSGA3,1,227,250,227,5.980962,0.004802149236852727,0.0422463225012297,0.8553219503062167,0.0028929824323209357,2.5237357593679988e-05
NSGA3,1,230,255,230,5.262453,0.00450687469586092,0.04191420733567322,0.8587194403449513,0.0029420151424406904,2.6044831625777015e-05
NSGA3,1,238,260,238,5.4260909999999996,0.004494073047664207,0.04152432663897384,0.8588075042954956,0.002750286534797862,2.27574653025636e-05
NSGA3,1,229,265,229,5.7654250000000005,0.004696679507922155,0.04227372326880706,0.8587922379971041,0.0027347126362535687,2.268932483896243e-05
NSGA3,1,232,270,232,5.98973,0.004524269466341655,0.04183984597842825,0.8588803477366044,0.0026441355853543255,2.1210015692837453e-05
NSGA3,1,232,275,232,5.719614,0.0044493983397849894,0.04110240866830402,0.8589066009260852,0.003017513065800242,2.7623065059807503e-05
NSGA3,1,225,280,225,5.968654,0.004586737507006827,0.041334330012715435,0.8611861169232442,0.0030064054342276796,2.7220012896038407e-05
