Algorithm,Seed,Population,Generation,Solutions,TimeDelta,GD,IGD,HV,S,STE
NSGA2,1,23,1,23,0.0,0.2133852317754177,0.2779100323400215,0.4618048400290665,0.009112165155838358,0.00025647104855153045
NSGA2,1,21,5,21,3.853282,0.17333771515735966,0.24125791149150624,0.5015034713781882,0.013020481280035207,0.00047937425328527776
NSGA2,1,36,10,36,3.6280289999999997,0.1285286116840362,0.21196924720003035,0.5529322282712702,0.011732607193214875,0.00031881859131403876
NSGA2,1,35,15,35,4.128165,0.09155689119857456,0.17009319402620654,0.6042788321275779,0.009618691659006643,0.00023892646110163188
NSGA2,1,57,20,57,4.109764,0.06616578185782332,0.14663218444464315,0.6382282719261764,0.011323219178257486,0.00032408447942332486
NSGA2,1,61,25,61,4.298953,0.04975798740299028,0.12219033174305878,0.6699502774104902,0.010300562478381313,0.00027387830689750407
NSGA2,1,77,30,77,4.533125,0.04935683881784554,0.10305824015889678,0.6994029512002616,0.007528751547000709,0.00013896718398712
NSGA2,1,73,35,73,4.055694,0.03622124753081894,0.08849565644131197,0.7336975032279415,0.01085715313727902,0.0002681341771048949
NSGA2,1,134,40,134,3.80005,0.03608381848597143,0.08053774526581578,0.7453712301929701,0.007806481842649532,0.00013629800519213318
NSGA2,1,190,45,190,4.229011,0.03342648024347517,0.07568383120412978,0.7495304361069091,0.00442661231026119,4.361651378174636e-05
NSGA2,1,191,50,191,3.608186,0.03029160816644743,0.0704189547034119,0.7551221340415524,0.005220079296092526,5.7115267529961134e-05
NSGA2,1,209,55,209,4.599893,0.029335364249354963,0.06773478237845092,0.7601218254758485,0.0043579410956266895,4.3277208138463854e-05
NSGA2,1,266,60,266,4.319485,0.025380170065974296,0.06417304027787164,0.7697994068995289,0.003400335706798967,2.4429294193905422e-05
NSGA2,1,332,65,332,4.346432,0.023538348198709293,0.06162377003670763,0.7739767677430416,0.003787376242483848,2.9781845593544677e-05
NSGA2,1,351,70,351,4.1635159999999996,0.023330158977849905,0.06080736667444322,0.7809091766007465,0.0030732662390782852,1.9066161753734925e-05
NSGA2,1,371,75,371,4.897577,0.02196102376560907,0.0586917725610055,0.785081029050339,0.002661862349322237,1.5057923648727808e-05
NSGA2,1,400,80,400,4.275234,0.021964342548467516,0.05603151077825551,0.7887499646346358,0.002840374944420641,1.659631268060356e-05
NSGA2,1,400,85,400,4.714031,0.021763064374940255,0.05352461138198727,0.7967784437304374,0.0027409647036060647,1.5003530785865852e-05
NSGA2,1,400,90,400,4.827562,0.02224265866800783,0.0524384833579181,0.7974020548390918,0.00279085179530063,1.529770123814916e-05
NSGA2,1,400,95,400,4.49205,0.020604742574287228,0.051694494727120364,0.7976281218430964,0.00309849276580056,1.8856174956731083e-05
NSGA2,1,400,100,400,5.208878,0.02006866704593865,0.04919355107210515,0.8027509024046523,0.002991809714241521,1.7712604220310676e-05
NSGA2,1,400,105,400,6.092858,0.019464543851777052,0.04717989916211437,0.803307421244931,0.0032868125623947697,2.1360930522423677e-05
NSGA2,1,400,110,400,5.448549,0.019316426254422703,0.04665024052255876,0.8047608224759883,0.003579976106929663,2.4911994028410744e-05
NSGA2,1,400,115,400,6.702559,0.020104174932706373,0.0462902266161204,0.8048726160319174,0.0035552380084760433,2.4568893364419942e-05
NSGA2,1,400,120,400,5.994393,0.020304469252900997,0.045845714636264655,0.8050427555580538,0.003369055753682816,2.2295737207463948e-05
NSGA2,1,400,125,400,6.349706,0.020520000251206726,0.045874776430912846,0.8074144428307636,0.0033224048082639256,2.1584989324510188e-05
NSGA2,1,400,130,400,6.396084,0.01995890226673984,0.04410224162881237,0.8128950209536873,0.0028426721972538353,1.5578390398029993e-05
NSGA2,1,400,135,400,6.445995,0.019764188852499198,0.043618533024818155,0.8198815001982656,0.002890974823881639,1.5483360756522885e-05
NSGA2,1,400,140,400,6.959665,0.02082705234767297,0.0430354190187729,0.8219591349849549,0.0029665978342090396,1.6007243288206917e-05
NSGA2,1,400,145,400,6.751318,0.02103117568034495,0.040923180497641515,0.8221151107008804,0.0029502910451299135,1.5719054758813342e-05
NSGA2,1,400,150,400,7.084125,0.02108268616600848,0.04045171299426665,0.8256139445152952,0.0029644699633326072,1.572882755457151e-05
NSGA2,1,400,155,400,7.194835,0.021102188478235737,0.03916582203355312,0.8259153967465243,0.003092785816185224,1.7265007693345006e-05
NSGA2,1,400,160,400,7.42606,0.020862843046939528,0.03824768988299567,0.8259773689885531,0.003035424460236382,1.6552905305166827e-05
NSGA2,1,400,165,400,6.983972,0.021064721083874426,0.03734020948157763,0.8261204883980753,0.0032208250077774858,1.8608316273458424e-05
NSGA2,1,400,170,400,7.966536,0.021086375092137906,0.037672112081046136,0.8266420022900952,0.00308956421663025,1.6867501772377784e-05
NSGA2,1,400,175,400,8.223744,0.020559325126021225,0.036820138853051194,0.8267335603075783,0.0030557953191980903,1.672344345574473e-05
NSGA2,1,400,180,400,7.771124,0.020425487769685585,0.036867892881705326,0.8274790282122105,0.0030076931635706415,1.61815186298881e-05
NSGA2,1,400,185,400,8.118478,0.02070966748083825,0.03596391620662733,0.8280990587020334,0.0031861802727831683,1.7965664826122006e-05
NSGA2,1,400,190,400,7.979946,0.019746123183166934,0.03543772991401366,0.8285141504186978,0.0029565346601620464,1.5250205005040694e-05
