Algorithm,Seed,Population,Generation,Solutions,GD,IGD,HV,S,STE
Hybrids,1,987,255,987,0.003500846180102232,0.013635544857699407,0.8977120685054615,0.002209005553087234,8.50918277678197e-06
Hybrids,1,981,260,981,0.003494848577870146,0.014078072962275265,0.8977416312099096,0.0020615572646793235,7.411186407238418e-06
Hybrids,1,975,265,975,0.0034303723360231803,0.013848141770884814,0.8994766812924054,0.00212997222864061,7.887516472732085e-06
Hybrids,1,980,270,980,0.0034475402674715907,0.013206101274140424,0.8996753176409662,0.0021091021862699047,7.634487386114454e-06
Hybrids,1,962,275,962,0.0033096492898641813,0.012981317881911982,0.8997116897774893,0.0021367246431590495,7.835921133109676e-06
Hybrids,1,961,280,961,0.00327898173252542,0.012745232668993066,0.8997781661342603,0.002207189258123587,8.379911942958559e-06
Hybrids,1,981,285,981,0.0032816139939016555,0.011965866465591843,0.8998582286559212,0.0022002054008767274,8.16265268237259e-06
Hybrids,1,972,290,972,0.0031891554143628938,0.01088609387307086,0.9008915847756491,0.0023171782362811384,9.072384145885715e-06
Hybrids,1,967,295,967,0.0032308187748934635,0.009559405636161481,0.9010613588642482,0.0023957293346919353,9.548127574292758e-06
Hybrids,1,957,300,957,0.0031334119211475983,0.009282523326649373,0.9011398778374544,0.0024748318188812534,1.0095553370368206e-05
Hybrids,1,900,305,900,0.0030621443940281328,0.008882064803151263,0.904253852498947,0.0024708439090193085,1.0205007719383804e-05
Hybrids,1,946,310,946,0.0031420732983994232,0.008610659290015229,0.9043423110019879,0.002381394943168927,9.419426850608786e-06
Hybrids,1,966,315,966,0.003083873435291211,0.00845036976103161,0.9044842392126136,0.002294735008970745,8.616762162337454e-06
Hybrids,1,976,320,976,0.003119219632651669,0.0076324708995473495,0.907451256697617,0.0026038458101602913,1.0891906090781288e-05
Hybrids,1,955,325,955,0.003139763323421152,0.007256943196769844,0.9076697529500828,0.002653128430412368,1.1455399023914706e-05
Hybrids,1,958,330,958,0.0031677760013676887,0.0071627186212789035,0.907727727333531,0.0024251984372369536,9.571649972358635e-06
Hybrids,1,971,335,971,0.0031631545120098586,0.0065874289431482125,0.9078130396305205,0.002482664974995093,9.954123247703662e-06
Hybrids,1,952,340,952,0.003148120393086034,0.006588362791987825,0.9097054148077485,0.0024999641436705177,1.0063123540981595e-05
Hybrids,1,974,345,974,0.0031330276164751552,0.006279416296002324,0.9098409177014661,0.002552526530644913,1.0538415823981713e-05
Hybrids,1,950,350,950,0.003125354502951329,0.006238401533578691,0.9131669291471535,0.00257128402341511,1.0435755017042042e-05
Hybrids,1,946,355,946,0.003109017777849345,0.005924161980664654,0.9135165241515765,0.002640231046185978,1.086093101516281e-05
Hybrids,1,941,360,941,0.003152218536752913,0.005910314574611073,0.9135571001002544,0.0026069972341383734,1.0589288261536221e-05
Hybrids,1,945,365,945,0.0031698917191587458,0.005837245562247561,0.9135882558717745,0.0025174170031519024,9.874019868298854e-06
Hybrids,1,971,370,971,0.003187088131178232,0.005709182221076953,0.9136365384565619,0.002545399517238408,9.96437212000089e-06
Hybrids,1,957,375,957,0.0030943080669625688,0.005729184222775818,0.9142845047238725,0.0025929943125981877,1.032312387308121e-05
Hybrids,1,950,380,950,0.0030049605165608216,0.005562010081858435,0.9149761451364863,0.002605425950562141,1.0411845875602344e-05
Hybrids,1,947,385,947,0.003012609869960728,0.005393702091732193,0.9167033672987797,0.0026002360829713044,1.0342297620613688e-05
Hybrids,1,933,390,933,0.0029190745106820667,0.005363777351531518,0.9197902780870346,0.0025555628823666467,9.94240914787837e-06
Hybrids,1,951,395,951,0.0029444562487654456,0.005108736753773859,0.9198983472775781,0.002658101962733908,1.0756053166910292e-05
Hybrids,1,935,400,935,0.0029169166605865107,0.005029217359859877,0.919946996936,0.002675254997187688,1.0907359969244051e-05
Hybrids,1,873,405,873,0.00280357395845369,0.004866812484298033,0.9226797352790176,0.002656376508445894,1.0710021502488933e-05
Hybrids,1,905,410,905,0.0027466357782495675,0.004710049959051645,0.9228117961371544,0.0026460926002746772,1.0774412351974984e-05
Hybrids,1,937,415,937,0.0027428141773836955,0.004516408501285255,0.9234325271226511,0.0026983135159266126,1.1194655434625328e-05
Hybrids,1,978,420,978,0.0027532865584359635,0.0043767565316775794,0.9247275472834984,0.002638512410391822,1.0680274913390588e-05
Hybrids,1,976,425,976,0.002712296280130726,0.0043684117114363595,0.924800007487114,0.0025111709798886534,9.674257164729982e-06
Hybrids,1,1001,430,1001,0.002749905784162588,0.0043222164219029234,0.9248319777890591,0.0025800756219855657,1.0212188116544638e-05
Hybrids,1,990,435,990,0.00274956436975502,0.004269600787665612,0.9252381097751965,0.002656637530409356,1.0866281062201317e-05
Hybrids,1,987,440,987,0.002665408189912206,0.004222973212915827,0.925283292563895,0.0026386773255493937,1.0651539125600135e-05
Hybrids,1,970,445,970,0.002608775385433607,0.004194681804412366,0.9253123843372779,0.0027385083682915663,1.139505302898204e-05
Hybrids,1,999,450,999,0.0026211472144029363,0.004192187064050327,0.9253703222424454,0.0026530524982622443,1.069465756199243e-05
Hybrids,1,1006,455,1006,0.002562872443007595,0.0040224768400927155,0.9257720435138845,0.002706936675495506,1.1063034313721626e-05
Hybrids,1,1003,460,1003,0.002555389939383932,0.0039950522710024495,0.9278977404065112,0.002778160267941327,1.1608556327376532e-05
Hybrids,1,1003,465,1003,0.002494116293431276,0.003961120414873163,0.9314269932539834,0.002770168894780805,1.1475735871735323e-05
Hybrids,1,986,470,986,0.0023543676551210707,0.0039856597353186045,0.9315323042658568,0.0027345414054407054,1.1182644721293409e-05
Hybrids,1,950,475,950,0.002263570073664553,0.004021178037628572,0.9316752915360329,0.002796011258333837,1.1626251762428855e-05
Hybrids,1,958,480,958,0.0022318849112332555,0.00396394494247801,0.9317118496235717,0.0028681631192002985,1.2233923603865198e-05
Hybrids,1,966,485,966,0.0021871968318308067,0.0038928776597458,0.9324711781216932,0.0029160112191883403,1.2242740103841872e-05
Hybrids,1,955,490,955,0.002067114250001205,0.0038199109675342946,0.9324690792090597,0.0028467501626700947,1.1668207428359922e-05
Hybrids,1,941,495,941,0.0018753696616121444,0.003749488310081932,0.9325441088717373,0.002871594428553191,1.1872943738157421e-05
Hybrids,1,933,500,933,0.0017727547196687984,0.0036144158152351465,0.9329000085529466,0.0028446242014817545,1.1643494138698042e-05
Hybrids,2,24,1,24,0.18391730332622025,0.2748401032246147,0.45819227715358896,0.014983588486793098,0.0007224617617488947
Hybrids,2,37,5,37,0.15099500590047293,0.2441797287516827,0.5087633783380554,0.007018973588980304,0.0001500824235105655
Hybrids,2,52,10,52,0.11108798315077008,0.20213282104310745,0.5775095542413049,0.01709953790243812,0.0005631849906220622
Hybrids,2,46,15,46,0.06322622892629054,0.1552750370705675,0.6152348109005803,0.021405961322403442,0.001015270863616299
Hybrids,2,66,20,66,0.05138316141595441,0.13800987208070414,0.6564048047134857,0.007804430637831991,0.00015756595996271235
Hybrids,2,105,25,105,0.051222054962083034,0.11891926296122109,0.6880457577307856,0.007583014919636415,0.00012920582641905216
Hybrids,2,102,30,102,0.037648941825875075,0.10189481199106588,0.7085197351762186,0.005195529052711308,6.571272226618192e-05
Hybrids,2,103,35,103,0.036423444196577774,0.09179421457714092,0.7361799454726375,0.004994846106039508,6.0060133253496275e-05
Hybrids,2,104,40,104,0.027277461440433422,0.07903099928249382,0.7500681093295488,0.008398655944367717,0.0001634344701044291
Hybrids,2,155,45,155,0.025565818283280643,0.0768024650274896,0.7584481614782751,0.0045049032624574666,4.4025817239745216e-05
Hybrids,2,185,50,185,0.019042233660870076,0.06960452897260715,0.7740004950016496,0.004596475514420056,4.3658028121110225e-05
Hybrids,2,221,55,221,0.015094678421998521,0.061013888022271846,0.7857572534830681,0.005083917413885832,5.564980384088432e-05
Hybrids,2,222,60,222,0.014368397351598082,0.05864198853824697,0.7885487244338557,0.0038122581289386902,3.268515043037904e-05
Hybrids,2,340,65,340,0.011394134799320024,0.054029370112661075,0.7970087131891948,0.0030798572322929068,1.9932252158086632e-05
Hybrids,2,384,70,384,0.010799839398926201,0.050187442940370613,0.8037391941181763,0.0035650885382653014,2.805734934012105e-05
Hybrids,2,437,75,437,0.009517134039804509,0.049017097493773816,0.8066307522386797,0.0030813319927269736,2.2361836982982252e-05
Hybrids,2,548,80,548,0.008761474793438652,0.04716549728897852,0.8121508894749332,0.0029410255168267705,1.8000675169449155e-05
Hybrids,2,574,85,574,0.008267621195604922,0.04596447667724225,0.8128963920681052,0.0027546918200344285,1.6392570161472483e-05
Hybrids,2,597,90,597,0.008167619619244103,0.04326183164742451,0.8178731141245279,0.0028387976438950767,1.6836748184867965e-05
Hybrids,2,729,95,729,0.007208651490849159,0.04269674416732992,0.8224427603208703,0.002729869077868274,1.5413077848549574e-05
Hybrids,2,759,100,759,0.007684177242944656,0.04191694442782716,0.8260059650722564,0.002613108348266651,1.4010442553403562e-05
Hybrids,2,654,105,654,0.007516893809644597,0.039868544612113296,0.8317378787096705,0.002746403137833895,1.5042381454614729e-05
Hybrids,2,710,110,710,0.007473150216028642,0.03735785029664373,0.8319309341664575,0.0026913512997288167,1.4423694475904105e-05
Hybrids,2,732,115,732,0.007268290768096697,0.03666988160941733,0.835883761872842,0.002753230099650027,1.4973635559407095e-05
Hybrids,2,764,120,764,0.006831905314252267,0.03648017058150286,0.8369497204858606,0.002534597850089539,1.2480203745069103e-05
Hybrids,2,764,125,764,0.007007310637493344,0.03595384873875065,0.8380977627867789,0.002535404043197818,1.2272954166441593e-05
Hybrids,2,766,130,766,0.006490191584144452,0.0358624245086233,0.8382673363196868,0.0025025478572194507,1.2546682253533597e-05
Hybrids,2,771,135,771,0.0066342470334509115,0.0359248610788948,0.8415034469173297,0.002591876286379456,1.3364841789533534e-05
Hybrids,2,804,140,804,0.006033008668588129,0.03490840145956977,0.841672128663495,0.0025238815655860693,1.2447299376201748e-05
Hybrids,2,819,145,819,0.005958311228801545,0.03392756970420157,0.8462448402494417,0.0022845124400293283,1.0108350848032588e-05
Hybrids,2,843,150,843,0.006108133654417677,0.0315037591167969,0.846751131784223,0.002150744377441814,8.953056418341352e-06
Hybrids,2,864,155,864,0.005999539440713923,0.03040608248624971,0.8468596180914746,0.0023162174722149882,1.0428714721102476e-05
Hybrids,2,887,160,887,0.006192105576557939,0.030473228785486278,0.8509794465927782,0.002295657367196785,1.0092321384035237e-05
Hybrids,2,918,165,918,0.006088123570912512,0.02903722097900408,0.8563758779800118,0.002282789637527016,9.647444240809275e-06
Hybrids,2,923,170,923,0.006280900321156225,0.02805571247937627,0.8569193778894401,0.0022630397263951165,9.601642801319947e-06
Hybrids,2,909,175,909,0.006475964493155349,0.027861831873301265,0.8569719026573963,0.002257626973908838,9.555926818794973e-06
Hybrids,2,919,180,919,0.006432788131747764,0.026389065886421554,0.8573596210632941,0.002273759105892547,9.683018730194964e-06
Hybrids,2,924,185,924,0.006101949938507886,0.025735460018041337,0.858703449944803,0.002358734029942344,1.0199840229527446e-05
Hybrids,2,945,190,945,0.005955300256932498,0.025603929959629176,0.8625218206767045,0.0022427075164626175,9.33062872366281e-06
Hybrids,2,938,195,938,0.00555576480632502,0.024087520478533516,0.8631972202956323,0.0023258534766637177,9.91215690193008e-06
Hybrids,2,931,200,931,0.005334419908041405,0.022212828137484656,0.8632921224240253,0.002799678406699916,1.4362275224579654e-05
Hybrids,2,832,205,832,0.00561951846850335,0.020552905008116917,0.8635726929796887,0.0026672059511736474,1.2749262868546443e-05
Hybrids,2,875,210,875,0.005755976274186937,0.02025008232284722,0.8637076887305641,0.002428186142612469,1.0565991163607232e-05
Hybrids,2,904,215,904,0.005745126923788832,0.021003284737351198,0.8639359990185459,0.002289526258665535,9.392829219398625e-06
Hybrids,2,910,220,910,0.0055659461085918035,0.0203549169283153,0.8661516157566189,0.0022176196715598204,8.472919997294246e-06
Hybrids,2,921,225,921,0.0056330010000500775,0.019576227893415118,0.8662360509076569,0.002314534508185047,9.229551322973481e-06
Hybrids,2,933,230,933,0.0057062540867104565,0.018946430758877118,0.8724277735599291,0.0023215766005100055,9.182424503236476e-06
Hybrids,2,918,235,918,0.005721516222437803,0.01864704186765953,0.872485080296651,0.002319781409350027,9.168389861348782e-06
Hybrids,2,927,240,927,0.005751977024592295,0.018468610014811204,0.8731995147588553,0.0026067026892077853,1.1556093496954791e-05
Hybrids,2,927,245,927,0.005961959805418841,0.01791355604382165,0.8733316988564546,0.002412419582639463,9.906135517883261e-06
Hybrids,2,959,250,959,0.005994072656190953,0.015711820284297115,0.8734396939652672,0.002756371581131361,1.3045315936980677e-05
Hybrids,2,962,255,962,0.0061178088557235786,0.015549534489830793,0.8735127012094099,0.002426702687356189,1.011138862986356e-05
Hybrids,2,966,260,966,0.005968871802999719,0.015715553724764627,0.8736233618132496,0.0026309867739017037,1.182348920612016e-05
Hybrids,2,961,265,961,0.005953449228564403,0.015623227009533927,0.8737212523127775,0.0026688556055419013,1.2166364571354105e-05
Hybrids,2,974,270,974,0.005799310163239009,0.015075650716869574,0.876137491633969,0.0026747600197061985,1.2170178462165115e-05
Hybrids,2,984,275,984,0.005930113386890018,0.014388887608157161,0.8763051085223659,0.0027362452090700625,1.2734026774151857e-05
Hybrids,2,982,280,982,0.005834675800194541,0.014597084510379039,0.8770697717502177,0.002529449011514044,1.0711583333894936e-05
Hybrids,2,946,285,946,0.005769325021340711,0.014147749925757415,0.8800353075645883,0.0025420106614356835,1.0765437452746523e-05
Hybrids,2,949,290,949,0.005717451520371484,0.013645595539253399,0.8804019795765042,0.002595424814002125,1.1172186075232209e-05
Hybrids,2,944,295,944,0.005642157528841977,0.013526022940960308,0.8805714013273698,0.002526539864380882,1.0627752671232093e-05
Hybrids,2,943,300,943,0.0054666159092067405,0.01337484710999588,0.8831117197611438,0.002812129206135408,1.2356307665187347e-05
Hybrids,2,867,305,867,0.005437360577555915,0.012388721375940402,0.8854567903421395,0.003129693099436677,1.5251084956039037e-05
Hybrids,2,906,310,906,0.005538927226055952,0.01209604153616436,0.8870759156577265,0.0029403423379136383,1.3428160265057809e-05
Hybrids,2,925,315,925,0.005477882440853399,0.011701202880767767,0.8871252810888796,0.0029426666419201573,1.344909299246735e-05
Hybrids,2,937,320,937,0.005348872015473571,0.011594852803210874,0.8889156147580202,0.002673165175356563,1.0938413717503126e-05
Hybrids,2,954,325,954,0.005356488064422241,0.01068969674606304,0.8900378425286068,0.0027773005705034395,1.1787021376739264e-05
Hybrids,2,954,330,954,0.005493816565474292,0.010482512883406027,0.8935636104484879,0.002844677376817285,1.2298113272243092e-05
Hybrids,2,964,335,964,0.005497213190546844,0.010285876798426807,0.8937209574262277,0.002840702349080733,1.2263634104332714e-05
Hybrids,2,964,340,964,0.005331085434326889,0.009471950349223584,0.8988416913190145,0.002936059573572247,1.2995825256682203e-05
Hybrids,2,966,345,966,0.005318576828923256,0.00947576931011461,0.8988701074746828,0.002947197430264178,1.3094582690602043e-05
Hybrids,2,961,350,961,0.0053293077994580685,0.009327062659520447,0.8989658942001899,0.0029536714427475497,1.3152245673963146e-05
Hybrids,2,961,355,961,0.005384158277317208,0.008983248133057665,0.8990130383925969,0.0030918262645030325,1.441138460517138e-05
Hybrids,2,958,360,958,0.005336957780086714,0.008697933415404093,0.8990459123715975,0.0029994206028489457,1.3562873203212889e-05
Hybrids,2,958,365,958,0.005325761519994139,0.008613956436009759,0.9012174656163235,0.00296459235797418,1.3203897887684733e-05
Hybrids,2,968,370,968,0.005265708541707773,0.008671815623402114,0.90130062931618,0.0028943900832945585,1.2550260534459983e-05
Hybrids,2,951,375,951,0.0051807285362393055,0.008390873938393228,0.9061666840389773,0.003231479314578824,1.5521822625905653e-05
Hybrids,2,958,380,958,0.005159770196259131,0.007743736085852436,0.9063071017083635,0.0032613552939626273,1.5850819550660537e-05
Hybrids,2,943,385,943,0.005137159458874269,0.007564587417073683,0.9063351712961101,0.0031680847551540654,1.4957406493204163e-05
Hybrids,2,951,390,951,0.0051465584468143605,0.007441881544910704,0.9065561584824149,0.003075517216595365,1.4095976269396255e-05
Hybrids,2,972,395,972,0.005055473516559187,0.007171472152800954,0.9066567126223134,0.0031156868745198835,1.4466270039474851e-05
Hybrids,2,940,400,940,0.005120019086912854,0.007153718392835286,0.9067828372303519,0.0031766323693191985,1.50382776365586e-05
Hybrids,2,849,405,849,0.005286473132924952,0.006948904988454918,0.907051453773615,0.00330205768965836,1.6251111654414973e-05
Hybrids,2,882,410,882,0.0051988835797013655,0.006612319203546928,0.9095041166128921,0.0030901333691712245,1.3949035027948017e-05
Hybrids,2,917,415,917,0.0051320913868403775,0.006568907426540365,0.912780226657506,0.0031205888275290506,1.4151488820441948e-05
Hybrids,2,914,420,914,0.0051756578331915454,0.006453254641027317,0.9128940309886173,0.003097213556372789,1.3940324818509972e-05
Hybrids,2,892,425,892,0.0051217400069381155,0.006442446744341344,0.9129827423978001,0.0031792090985572896,1.4688603498949474e-05
Hybrids,2,911,430,911,0.004990946728993093,0.006242460418138442,0.9131845103875273,0.0030906915390040614,1.3878696549591516e-05
Hybrids,2,921,435,921,0.004824535787105785,0.006163919964373532,0.9132868515531196,0.0029699873156124653,1.2815671330326304e-05
Hybrids,2,929,440,929,0.004735002061411918,0.00593497364350543,0.9143363153399682,0.0030567781398339214,1.3461772316775869e-05
Hybrids,2,936,445,936,0.0046620342246621585,0.005778070281135781,0.9144161252856502,0.0030337144770148402,1.3259291280743757e-05
Hybrids,2,954,450,954,0.004689030231158484,0.005685742996969877,0.914467592090557,0.002984486964743562,1.2832211593529256e-05
Hybrids,2,973,455,973,0.004648874854141513,0.005542563509460414,0.914534829364636,0.0029560358465312944,1.2588460839210131e-05
Hybrids,2,946,460,946,0.004552945958509071,0.005565772101717939,0.9145582505401344,0.0030338028558030902,1.3259913924208659e-05
Hybrids,2,965,465,965,0.004557858662422242,0.005426221086986586,0.9146819823829895,0.0029021205923840487,1.246730539424685e-05
Hybrids,2,971,470,971,0.004528974340747571,0.005416670027202017,0.9165256285784389,0.002833818583547858,1.1862005526314557e-05
Hybrids,2,973,475,973,0.004522378192489003,0.005406660250568061,0.9189528914753035,0.0028087375424277377,1.1478057641691373e-05
Hybrids,2,982,480,982,0.004537967851857552,0.005333555929514187,0.9190621668976711,0.002979946117800259,1.2919889844532031e-05
Hybrids,2,972,485,972,0.004477209145016498,0.005331673494404045,0.9191184535639176,0.002982721436822016,1.2943850733998738e-05
Hybrids,2,961,490,961,0.004313778227128648,0.005030324425427646,0.9192181660403821,0.0030572057337341493,1.3598548531789915e-05
Hybrids,2,934,495,934,0.004290603330759167,0.0049951334881446945,0.9217308576220915,0.003107027605062245,1.3988608361333497e-05
Hybrids,2,954,500,954,0.004142003285528007,0.0049231901609725825,0.9217177728560568,0.0030554741753023545,1.3463338084115431e-05
Hybrids,3,25,1,25,0.19603581499541817,0.2682467439679013,0.48699765453304894,0.014899056548725625,0.0004944791557341212
Hybrids,3,37,5,37,0.13896810787023545,0.2185556377359612,0.541947756861731,0.009430205688839935,0.00020097389336871398
Hybrids,3,43,10,43,0.11190502164585656,0.18955379625654306,0.5849721680410739,0.008788968058498547,0.0001786844175563045
Hybrids,3,73,15,73,0.07706175784960297,0.16004325422840887,0.6269854918650435,0.00786223819497378,0.00012590298674744772
Hybrids,3,103,20,103,0.05503989357127464,0.14136386462020084,0.6507008341086123,0.006732955052267818,0.00010376039559398115
Hybrids,3,78,25,78,0.04722888379173747,0.1186347938806858,0.6828397051003786,0.007965425430851082,0.0001456193580099704
Hybrids,3,73,30,73,0.03650880332324325,0.10196146912738414,0.7238615741422263,0.009869992727873478,0.00022480514025791088
Hybrids,3,126,35,126,0.03552576171990763,0.08494902348589325,0.7455959714595126,0.00847816052633875,0.00013429446459866675
Hybrids,3,143,40,143,0.03569552116001485,0.08072890393579722,0.7500906104374591,0.009384549911511306,0.00016014675487876137
Hybrids,3,122,45,122,0.030440603654379745,0.07526505653648358,0.7575340827506777,0.0058519754220466265,7.209594947167811e-05
Hybrids,3,166,50,166,0.02741822600386638,0.0692935556915783,0.7768051132365814,0.0053900532541257505,6.0968455510252384e-05
Hybrids,3,202,55,202,0.026233985676384616,0.0680267038152856,0.7838647075531295,0.0043252840657161075,4.270975397623901e-05
Hybrids,3,217,60,217,0.01694963609224817,0.0604043414092859,0.7962401136314708,0.004425764054294682,4.384423764263922e-05
Hybrids,3,248,65,248,0.014282467898270217,0.056751821870250393,0.7987321880148266,0.0037061902435429647,3.349581129464731e-05
Hybrids,3,324,70,324,0.011910497626536353,0.05542735422961871,0.8017951383110182,0.003444393862028745,2.6102549982529677e-05
Hybrids,3,367,75,367,0.010960693944277103,0.053133547547524654,0.8148388308443646,0.0033644736028734055,2.433383884019683e-05
Hybrids,3,452,80,452,0.009507640695461051,0.051265735568832446,0.821499657387041,0.0031893226817044733,2.09330038886634e-05
Hybrids,3,552,85,552,0.009549117075398595,0.04910456776723625,0.8255385435653722,0.002943747174001457,1.7749383567661396e-05
Hybrids,3,654,90,654,0.008605534034270695,0.04799891537799055,0.8296139792085224,0.0025437752787463353,1.314970523674258e-05
Hybrids,3,678,95,678,0.0075336038787565335,0.0453674604215013,0.8313577787045195,0.0027194786119605257,1.4423554444351197e-05
Hybrids,3,711,100,711,0.007717087301996346,0.04349799884760672,0.83699461426645,0.00285182758614204,1.55630061157449e-05
