Seed,Metric,Best_Algorithm,Best_Value,Worst_Algorithm,Worst_Value,Value_Range,Num_Algorithms,All_Algorithms,All_Values
1,GD,Hybrids,0.0026013520357532,NSGA2,0.0175647600852176,0.014963408049464399,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01756476, NSGA3: 0.00521024, UNSGA3: 0.01292177, SMSEMOA: 0.00798984, Hybrids: 0.00260135"
1,IGD,Hybrids,0.0056788582211545,NSGA2,0.0270424238887441,0.0213635656675896,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02704242, NSGA3: 0.02211662, UNSGA3: 0.02206728, SMSEMOA: 0.02094072, Hybrids: 0.00567886"
1,HV,Hybrids,0.9329000085529466,SMSEMOA,0.8652118700829804,-0.06768813846996624,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.87902576, NSGA3: 0.88092898, UNSGA3: 0.88848559, SMSEMOA: 0.86521187, Hybrids: 0.93290001"
1,S,SMSEMOA,0.0026704070876007,UNSGA3,0.003572328900195,0.0009019218125943,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00340292, NSGA3: 0.00345517, UNSGA3: 0.00357233, SMSEMOA: 0.00267041, Hybrids: 0.00284462"
1,STE,Hybrids,1.1643494138698042e-05,NSGA3,2.7699212099163093e-05,1.605571796046505e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00001575, NSGA3: 0.00002770, UNSGA3: 0.00002660, SMSEMOA: 0.00001504, Hybrids: 0.00001164"
2,GD,Hybrids,0.00433879376191,NSGA2,0.0170911999683142,0.0127524062064042,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01709120, NSGA3: 0.01078366, UNSGA3: 0.00829052, SMSEMOA: 0.00525019, Hybrids: 0.00433879"
2,IGD,Hybrids,0.0072243347625375,UNSGA3,0.0272851746210552,0.0200608398585177,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02357063, NSGA3: 0.02581812, UNSGA3: 0.02728517, SMSEMOA: 0.01944774, Hybrids: 0.00722433"
2,HV,Hybrids,0.9217177728560568,SMSEMOA,0.8766723235126219,-0.04504544934343491,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.89335383, NSGA3: 0.89034630, UNSGA3: 0.89482369, SMSEMOA: 0.87667232, Hybrids: 0.92171777"
2,S,Hybrids,0.0030554741753023,NSGA2,0.0043249478556466,0.0012694736803442997,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00432495, NSGA3: 0.00387342, UNSGA3: 0.00331715, SMSEMOA: 0.00307862, Hybrids: 0.00305547"
2,STE,Hybrids,1.3463338084115433e-05,NSGA3,3.500682201938951e-05,2.1543483935274076e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002563, NSGA3: 0.00003501, UNSGA3: 0.00002695, SMSEMOA: 0.00002089, Hybrids: 0.00001346"
3,GD,Hybrids,0.0040634446593289,NSGA2,0.0156071065264142,0.0115436618670853,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01560711, NSGA3: 0.00571842, UNSGA3: 0.00589548, SMSEMOA: 0.00779231, Hybrids: 0.00406344"
3,IGD,Hybrids,0.0068543508114775,UNSGA3,0.0264826857545582,0.0196283349430807,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02532782, NSGA3: 0.02304092, UNSGA3: 0.02648269, SMSEMOA: 0.01730914, Hybrids: 0.00685435"
3,HV,Hybrids,0.9246126499382304,NSGA3,0.8849149784385788,-0.03969767149965164,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.88629172, NSGA3: 0.88491498, UNSGA3: 0.89850870, SMSEMOA: 0.88615804, Hybrids: 0.92461265"
3,S,Hybrids,0.0025429313845309,NSGA2,0.0036470495536969,0.0011041181691659996,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00364705, NSGA3: 0.00335048, UNSGA3: 0.00298375, SMSEMOA: 0.00330631, Hybrids: 0.00254293"
3,STE,Hybrids,9.88636450117335e-06,NSGA3,2.8355155518304596e-05,1.8468791017131245e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00001908, NSGA3: 0.00002836, UNSGA3: 0.00002268, SMSEMOA: 0.00001938, Hybrids: 0.00000989"
4,GD,Hybrids,0.0027667105427753,NSGA2,0.0191364574077225,0.0163697468649472,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01913646, NSGA3: 0.00803102, UNSGA3: 0.00689347, SMSEMOA: 0.00698773, Hybrids: 0.00276671"
4,IGD,Hybrids,0.0055275951141818,NSGA2,0.0278196011421945,0.0222920060280127,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02781960, NSGA3: 0.02319167, UNSGA3: 0.02300201, SMSEMOA: 0.01786737, Hybrids: 0.00552760"
4,HV,Hybrids,0.9467453426857756,NSGA2,0.8753481696319826,-0.071397173053793,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.87534817, NSGA3: 0.89510356, UNSGA3: 0.90778413, SMSEMOA: 0.88201950, Hybrids: 0.94674534"
4,S,Hybrids,0.0028919981953918,UNSGA3,0.0048655306643368,0.0019735324689449996,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00405143, NSGA3: 0.00314485, UNSGA3: 0.00486553, SMSEMOA: 0.00326288, Hybrids: 0.00289200"
4,STE,Hybrids,1.099659039422576e-05,UNSGA3,4.766659595572122e-05,3.6670005561495464e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002247, NSGA3: 0.00002144, UNSGA3: 0.00004767, SMSEMOA: 0.00002051, Hybrids: 0.00001100"
5,GD,Hybrids,0.002645577017399,NSGA2,0.0204533593865186,0.0178077823691196,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02045336, NSGA3: 0.00928175, UNSGA3: 0.00864054, SMSEMOA: 0.00718513, Hybrids: 0.00264558"
5,IGD,Hybrids,0.0055874887083608,NSGA2,0.0258335597044188,0.020246070996057998,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02583356, NSGA3: 0.02307604, UNSGA3: 0.02146454, SMSEMOA: 0.01909997, Hybrids: 0.00558749"
5,HV,Hybrids,0.9409085491431172,SMSEMOA,0.8771160994230397,-0.06379244972007747,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.90691242, NSGA3: 0.89716399, UNSGA3: 0.88049548, SMSEMOA: 0.87711610, Hybrids: 0.94090855"
5,S,Hybrids,0.0027019752570528,UNSGA3,0.0053968660918197,0.0026948908347668994,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00459094, NSGA3: 0.00394431, UNSGA3: 0.00539687, SMSEMOA: 0.00303239, Hybrids: 0.00270198"
5,STE,Hybrids,1.0622437044015166e-05,UNSGA3,5.745073365047601e-05,4.682829660646085e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002582, NSGA3: 0.00003198, UNSGA3: 0.00005745, SMSEMOA: 0.00001889, Hybrids: 0.00001062"
6,GD,Hybrids,0.0029477338888951,NSGA2,0.0210567691919439,0.0181090353030488,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02105677, NSGA3: 0.01143260, UNSGA3: 0.00577455, SMSEMOA: 0.00599381, Hybrids: 0.00294773"
6,IGD,Hybrids,0.0063777477676994,NSGA2,0.0251654453396213,0.0187876975719219,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02516545, NSGA3: 0.02331382, UNSGA3: 0.02154309, SMSEMOA: 0.01620176, Hybrids: 0.00637775"
6,HV,Hybrids,0.930606309522058,SMSEMOA,0.8838064648701652,-0.0467998446518928,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.91016220, NSGA3: 0.88793944, UNSGA3: 0.88844932, SMSEMOA: 0.88380646, Hybrids: 0.93060631"
6,S,Hybrids,0.0026202777049778,NSGA2,0.0043679678611421,0.0017476901561643,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00436797, NSGA3: 0.00359985, UNSGA3: 0.00348229, SMSEMOA: 0.00376857, Hybrids: 0.00262028"
6,STE,Hybrids,1.0043975112261468e-05,UNSGA3,2.8899993194453088e-05,1.8856018082191618e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002341, NSGA3: 0.00002824, UNSGA3: 0.00002890, SMSEMOA: 0.00002670, Hybrids: 0.00001004"
7,GD,Hybrids,0.0032657803437199,NSGA2,0.0163962742172337,0.0131304938735138,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01639627, NSGA3: 0.00698688, UNSGA3: 0.01051211, SMSEMOA: 0.00647005, Hybrids: 0.00326578"
7,IGD,Hybrids,0.0058738935076424,UNSGA3,0.0253553654320466,0.0194814719244042,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02228577, NSGA3: 0.02318889, UNSGA3: 0.02535537, SMSEMOA: 0.01907511, Hybrids: 0.00587389"
7,HV,Hybrids,0.933652261511465,SMSEMOA,0.8778047242262782,-0.055847537285186766,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.88683912, NSGA3: 0.88816392, UNSGA3: 0.89731032, SMSEMOA: 0.87780472, Hybrids: 0.93365226"
7,S,SMSEMOA,0.0027894596309987,NSGA2,0.0039762064926175,0.0011867468616188,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00397621, NSGA3: 0.00379225, UNSGA3: 0.00325736, SMSEMOA: 0.00278946, Hybrids: 0.00290201"
7,STE,Hybrids,1.162272047774172e-05,NSGA3,3.386932005216251e-05,2.224659957442079e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002066, NSGA3: 0.00003387, UNSGA3: 0.00002564, SMSEMOA: 0.00001664, Hybrids: 0.00001162"
8,GD,Hybrids,0.0037567460572233,NSGA2,0.0110258015393115,0.0072690554820882,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01102580, NSGA3: 0.00967784, UNSGA3: 0.00646579, SMSEMOA: 0.00626863, Hybrids: 0.00375675"
8,IGD,Hybrids,0.0067165045675492,NSGA3,0.0221984439251305,0.015481939357581301,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01767707, NSGA3: 0.02219844, UNSGA3: 0.01928947, SMSEMOA: 0.01669373, Hybrids: 0.00671650"
8,HV,Hybrids,0.9235685386122772,SMSEMOA,0.8849452607333721,-0.03862327787890507,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.89673229, NSGA3: 0.89506781, UNSGA3: 0.89470127, SMSEMOA: 0.88494526, Hybrids: 0.92356854"
8,S,Hybrids,0.0026375085121207,UNSGA3,0.0045810994915888,0.0019435909794681002,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00353782, NSGA3: 0.00404505, UNSGA3: 0.00458110, SMSEMOA: 0.00272392, Hybrids: 0.00263751"
8,STE,Hybrids,1.0077149334109352e-05,UNSGA3,4.2458898103762135e-05,3.238174876965278e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00001848, NSGA3: 0.00003485, UNSGA3: 0.00004246, SMSEMOA: 0.00001517, Hybrids: 0.00001008"
9,GD,Hybrids,0.0027778879678666,NSGA2,0.0156218147898982,0.012843926822031601,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01562181, NSGA3: 0.00628180, UNSGA3: 0.00759634, SMSEMOA: 0.00668309, Hybrids: 0.00277789"
9,IGD,Hybrids,0.0066402424887361,UNSGA3,0.0270697565034973,0.0204295140147612,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02369386, NSGA3: 0.02330416, UNSGA3: 0.02706976, SMSEMOA: 0.02077286, Hybrids: 0.00664024"
9,HV,Hybrids,0.9442412736717786,SMSEMOA,0.8700542022266337,-0.07418707144514491,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.89357503, NSGA3: 0.89127984, UNSGA3: 0.89184742, SMSEMOA: 0.87005420, Hybrids: 0.94424127"
9,S,Hybrids,0.0026427322578846,NSGA2,0.0038003936362001,0.0011576613783155,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00380039, NSGA3: 0.00311844, UNSGA3: 0.00294200, SMSEMOA: 0.00287000, Hybrids: 0.00264273"
9,STE,Hybrids,9.820476250582347e-06,NSGA3,2.3885487268740188e-05,1.406501101815784e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00001961, NSGA3: 0.00002389, UNSGA3: 0.00002031, SMSEMOA: 0.00001711, Hybrids: 0.00000982"
10,GD,Hybrids,0.0031602887121726,NSGA2,0.0132490371262081,0.0100887484140355,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.01324904, NSGA3: 0.00506703, UNSGA3: 0.00627822, SMSEMOA: 0.00673091, Hybrids: 0.00316029"
10,IGD,Hybrids,0.0066281081200819,NSGA3,0.0217134736693195,0.0150853655492376,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02145055, NSGA3: 0.02171347, UNSGA3: 0.01822469, SMSEMOA: 0.01527878, Hybrids: 0.00662811"
10,HV,Hybrids,0.9395879751212036,NSGA2,0.8850530482926896,-0.05453492682851402,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.88505305, NSGA3: 0.89976825, UNSGA3: 0.90199425, SMSEMOA: 0.88890917, Hybrids: 0.93958798"
10,S,Hybrids,0.0026926926202687,UNSGA3,0.0039991512370267,0.0013064586167579996,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00389279, NSGA3: 0.00322234, UNSGA3: 0.00399915, SMSEMOA: 0.00331549, Hybrids: 0.00269269"
10,STE,Hybrids,1.0598562786217787e-05,UNSGA3,3.227282988955683e-05,2.167426710333904e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002227, NSGA3: 0.00002457, UNSGA3: 0.00003227, SMSEMOA: 0.00002127, Hybrids: 0.00001060"
11,GD,Hybrids,0.0031106484149471,NSGA2,0.0221832589820174,0.019072610567070297,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02218326, NSGA3: 0.01042511, UNSGA3: 0.00611697, SMSEMOA: 0.01050852, Hybrids: 0.00311065"
11,IGD,Hybrids,0.0058222214837063,NSGA2,0.0242358274073028,0.0184136059235965,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.02423583, NSGA3: 0.02327788, UNSGA3: 0.01676273, SMSEMOA: 0.02064283, Hybrids: 0.00582222"
11,HV,Hybrids,0.941716719451463,SMSEMOA,0.8673607291057,-0.07435599034576301,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.89971177, NSGA3: 0.87921282, UNSGA3: 0.90201974, SMSEMOA: 0.86736073, Hybrids: 0.94171672"
11,S,Hybrids,0.0028487443618124,UNSGA3,0.004438859257562,0.0015901148957496,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00442176, NSGA3: 0.00345868, UNSGA3: 0.00443886, SMSEMOA: 0.00293169, Hybrids: 0.00284874"
11,STE,Hybrids,1.165774409705884e-05,UNSGA3,3.891621628156308e-05,2.725847218450424e-05,5,"NSGA2, NSGA3, UNSGA3, SMSEMOA, Hybrids","NSGA2: 0.00002602, NSGA3: 0.00002535, UNSGA3: 0.00003892, SMSEMOA: 0.00001556, Hybrids: 0.00001166"
